customer_id,gender,age_group,membership_type,preferred_sport,city
21384,Female,36-45,Premium,Badminton,Dombivli
21385,Male,18-25,Premium,Badminton,Thane
21386,Male,36-45,Basic,Pickleball,Kalyan
21387,Female,18-25,Basic,Squash,Mulund
21388,Female,46+,Basic,Table Tennis,Kalyan
21389,Female,46+,Basic,Tennis,Dombivli
21390,Male,36-45,Basic,Pickleball,Navi Mumbai
21391,Male,26-35,Premium,Pickleball,Powai
21392,Male,26-35,Premium,Badminton,Powai
21393,Male,18-25,Basic,Badminton,Powai
21394,Male,36-45,Basic,Padel,Kalyan
21395,Male,26-35,Basic,Squash,Mumbai
21396,Male,26-35,Basic,Tennis,Navi Mumbai
21397,Male,46+,Basic,Pickleball,Navi Mumbai
21398,Male,46+,Basic,Pickleball,Powai
21399,Female,46+,Basic,Squash,Mulund
21400,Male,46+,Basic,Padel,Mumbai
21401,Male,46+,Basic,Padel,Navi Mumbai
21402,Male,18-25,Premium,Squash,Navi Mumbai
21403,Male,26-35,Basic,Padel,Powai
21404,Female,46+,Basic,Table Tennis,Navi Mumbai
21405,Female,36-45,Basic,Tennis,Mumbai
21406,Female,46+,Basic,Pickleball,Thane
21407,Female,36-45,Basic,Squash,Mumbai
21408,Female,18-25,Basic,Squash,Thane
21409,Male,36-45,Premium,Badminton,Dombivli
21410,Male,46+,Basic,Pickleball,Dombivli
21411,Male,26-35,Basic,Padel,Powai
21412,Female,36-45,Basic,Squash,Powai
21413,Male,36-45,Basic,Padel,Mulund
21414,Male,46+,Basic,Table Tennis,Dombivli
21415,Female,46+,Premium,Padel,Thane
21416,Female,26-35,Basic,Padel,Powai
21417,Male,46+,Basic,Badminton,Kalyan
21418,Female,26-35,Basic,Table Tennis,Powai
21419,Male,46+,Basic,Pickleball,Mulund
21420,Male,26-35,Basic,Badminton,Mulund
21421,Female,26-35,Premium,Padel,Mulund
21422,Male,26-35,Basic,Table Tennis,Thane
21423,Female,46+,Premium,Table Tennis,Powai
21424,Female,26-35,Premium,Pickleball,Kalyan
21425,Female,46+,Basic,Badminton,Navi Mumbai
21426,Female,18-25,Basic,Tennis,Dombivli
21427,Male,18-25,Premium,Tennis,Navi Mumbai
21428,Male,18-25,Basic,Squash,Powai
21429,Male,36-45,Basic,Pickleball,Kalyan
21430,Male,46+,Basic,Padel,Mulund
21431,Male,18-25,Basic,Badminton,Dombivli
21432,Male,46+,Basic,Badminton,Mulund
21433,Female,46+,Basic,Badminton,Mumbai
21434,Male,18-25,Basic,Badminton,Dombivli
21435,Female,26-35,Basic,Pickleball,Kalyan
21436,Female,18-25,Basic,Tennis,Mulund
21437,Male,46+,Premium,Table Tennis,Navi Mumbai
21438,Male,26-35,Basic,Table Tennis,Mulund
21439,Male,46+,Premium,Padel,Navi Mumbai
21440,Male,36-45,Elite,Pickleball,Dombivli
21441,Male,26-35,Basic,Tennis,Kalyan
21442,Male,46+,Basic,Padel,Kalyan
21443,Male,46+,Premium,Squash,Dombivli
21444,Female,36-45,Basic,Badminton,Thane
21445,Male,26-35,Basic,Pickleball,Thane
21446,Female,36-45,Basic,Badminton,Kalyan
21447,Female,36-45,Basic,Table Tennis,Navi Mumbai
21448,Male,18-25,Premium,Tennis,Navi Mumbai
21449,Female,36-45,Premium,Squash,Navi Mumbai
21450,Female,36-45,Basic,Tennis,Thane
21451,Female,18-25,Basic,Tennis,Navi Mumbai
21452,Male,36-45,Basic,Squash,Mumbai
21453,Male,26-35,Basic,Squash,Powai
21454,Male,26-35,Basic,Padel,Mumbai
21455,Female,18-25,Basic,Squash,Thane
21456,Male,26-35,Basic,Padel,Thane
21457,Female,26-35,Basic,Badminton,Dombivli
21458,Female,36-45,Basic,Tennis,Thane
21459,Male,26-35,Basic,Tennis,Thane
21460,Female,18-25,Basic,Badminton,Powai
21461,Male,26-35,Elite,Table Tennis,Thane
21462,Female,46+,Basic,Tennis,Thane
21463,Male,36-45,Basic,Badminton,Navi Mumbai
21464,Male,26-35,Basic,Badminton,Kalyan
21465,Female,46+,Basic,Squash,Kalyan
21466,Female,18-25,Basic,Tennis,Navi Mumbai
21467,Male,46+,Basic,Tennis,Kalyan
21468,Male,36-45,Premium,Tennis,Dombivli
21469,Female,46+,Basic,Padel,Dombivli
21470,Female,46+,Basic,Tennis,Dombivli
21471,Male,46+,Basic,Pickleball,Kalyan
21472,Male,46+,Basic,Tennis,Navi Mumbai
21473,Male,46+,Basic,Squash,Powai
21474,Male,36-45,Premium,Pickleball,Navi Mumbai
21475,Female,26-35,Premium,Padel,Navi Mumbai
21476,Male,18-25,Basic,Badminton,Powai
21477,Male,46+,Basic,Squash,Navi Mumbai
21478,Female,46+,Basic,Squash,Mulund
21479,Female,18-25,Basic,Padel,Navi Mumbai
21480,Male,36-45,Basic,Pickleball,Kalyan
21481,Male,36-45,Basic,Badminton,Powai
21482,Male,36-45,Basic,Padel,Mumbai
21483,Male,26-35,Premium,Table Tennis,Powai
21484,Female,26-35,Premium,Badminton,Mumbai
21485,Female,36-45,Basic,Pickleball,Mulund
21486,Female,26-35,Basic,Pickleball,Mulund
21487,Male,46+,Premium,Pickleball,Navi Mumbai
21488,Male,26-35,Basic,Pickleball,Navi Mumbai
21489,Male,26-35,Basic,Padel,Navi Mumbai
21490,Female,18-25,Basic,Table Tennis,Thane
21491,Female,46+,Basic,Table Tennis,Mulund
21492,Male,26-35,Basic,Padel,Dombivli
21493,Male,26-35,Basic,Padel,Kalyan
21494,Male,46+,Premium,Badminton,Mumbai
21495,Female,36-45,Basic,Squash,Thane
21496,Male,46+,Basic,Padel,Mulund
21497,Male,26-35,Basic,Pickleball,Dombivli
21498,Female,36-45,Basic,Squash,Mumbai
21499,Male,36-45,Basic,Badminton,Kalyan
21500,Male,26-35,Premium,Tennis,Thane
21501,Male,46+,Basic,Padel,Navi Mumbai
21502,Male,26-35,Premium,Badminton,Powai
21503,Male,26-35,Premium,Table Tennis,Dombivli
21504,Male,18-25,Basic,Badminton,Dombivli
21505,Female,46+,Premium,Squash,Kalyan
21506,Female,36-45,Basic,Squash,Mumbai
21507,Female,18-25,Premium,Pickleball,Kalyan
21508,Male,18-25,Premium,Padel,Mumbai
21509,Female,46+,Premium,Pickleball,Powai
21510,Male,26-35,Premium,Pickleball,Dombivli
21511,Female,18-25,Basic,Table Tennis,Powai
21512,Male,46+,Basic,Pickleball,Mulund
21513,Male,36-45,Premium,Squash,Mumbai
21514,Male,18-25,Basic,Badminton,Dombivli
21515,Female,26-35,Premium,Table Tennis,Thane
21516,Male,18-25,Basic,Pickleball,Mumbai
21517,Female,36-45,Basic,Pickleball,Mumbai
21518,Female,36-45,Basic,Squash,Kalyan
21519,Male,26-35,Basic,Table Tennis,Navi Mumbai
21520,Female,36-45,Basic,Pickleball,Mulund
21521,Male,36-45,Basic,Tennis,Mumbai
21522,Male,46+,Premium,Badminton,Thane
21523,Male,18-25,Basic,Padel,Mumbai
21524,Female,18-25,Basic,Tennis,Thane
21525,Female,18-25,Premium,Tennis,Navi Mumbai
21526,Female,18-25,Basic,Padel,Mumbai
21527,Male,26-35,Basic,Tennis,Thane
21528,Female,26-35,Premium,Padel,Powai
21529,Male,36-45,Basic,Pickleball,Powai
21530,Male,46+,Premium,Badminton,Kalyan
21531,Male,26-35,Basic,Table Tennis,Thane
21532,Female,36-45,Basic,Pickleball,Navi Mumbai
21533,Male,26-35,Premium,Padel,Powai
21534,Male,18-25,Basic,Tennis,Dombivli
21535,Male,26-35,Premium,Table Tennis,Mulund
21536,Female,36-45,Basic,Padel,Thane
21537,Female,26-35,Basic,Badminton,Powai
21538,Female,26-35,Premium,Pickleball,Navi Mumbai
21539,Female,46+,Basic,Pickleball,Dombivli
21540,Male,36-45,Basic,Tennis,Kalyan
21541,Female,18-25,Premium,Table Tennis,Navi Mumbai
21542,Female,26-35,Basic,Squash,Mulund
21543,Male,46+,Basic,Padel,Navi Mumbai
21544,Male,36-45,Basic,Pickleball,Dombivli
21545,Male,26-35,Basic,Badminton,Dombivli
21546,Female,18-25,Basic,Padel,Thane
21547,Female,46+,Basic,Padel,Thane
21548,Male,46+,Premium,Tennis,Kalyan
21549,Male,26-35,Premium,Table Tennis,Mulund
21550,Female,26-35,Basic,Pickleball,Mumbai
21551,Male,26-35,Basic,Badminton,Thane
21552,Male,26-35,Basic,Table Tennis,Mulund
21553,Female,46+,Basic,Badminton,Navi Mumbai
21554,Male,46+,Premium,Table Tennis,Kalyan
21555,Male,46+,Premium,Padel,Navi Mumbai
21556,Female,26-35,Basic,Squash,Dombivli
21557,Male,36-45,Basic,Padel,Navi Mumbai
21558,Female,46+,Premium,Pickleball,Navi Mumbai
21559,Female,46+,Basic,Badminton,Mumbai
21560,Female,36-45,Basic,Pickleball,Navi Mumbai
21561,Male,46+,Basic,Padel,Navi Mumbai
21562,Male,36-45,Basic,Badminton,Mulund
21563,Male,36-45,Basic,Squash,Navi Mumbai
21564,Male,26-35,Basic,Table Tennis,Mumbai
21565,Male,18-25,Basic,Pickleball,Thane
21566,Male,26-35,Basic,Pickleball,Navi Mumbai
21567,Female,46+,Premium,Table Tennis,Thane
21568,Male,26-35,Basic,Tennis,Navi Mumbai
21569,Male,36-45,Basic,Table Tennis,Mumbai
21570,Male,46+,Premium,Badminton,Powai
21571,Male,36-45,Basic,Badminton,Mumbai
21572,Female,26-35,Basic,Tennis,Powai
21573,Male,18-25,Basic,Padel,Kalyan
21574,Female,26-35,Basic,Table Tennis,Mumbai
21575,Female,26-35,Premium,Tennis,Dombivli
21576,Male,46+,Basic,Padel,Thane
21577,Female,18-25,Basic,Padel,Kalyan
21578,Female,46+,Basic,Table Tennis,Mumbai
21579,Male,26-35,Premium,Badminton,Mumbai
21580,Male,26-35,Elite,Table Tennis,Thane
21581,Male,26-35,Premium,Padel,Dombivli
21582,Male,26-35,Premium,Badminton,Kalyan
21583,Male,18-25,Premium,Table Tennis,Thane
21584,Male,18-25,Basic,Padel,Dombivli
21585,Male,36-45,Basic,Badminton,Mulund
21586,Female,18-25,Premium,Squash,Powai
21587,Female,36-45,Basic,Badminton,Mumbai
21588,Male,18-25,Basic,Table Tennis,Thane
21589,Male,18-25,Premium,Pickleball,Mulund
21590,Male,36-45,Basic,Pickleball,Dombivli
21591,Female,18-25,Premium,Squash,Navi Mumbai
21592,Female,26-35,Basic,Tennis,Mumbai
21593,Female,36-45,Basic,Pickleball,Mumbai
21594,Male,18-25,Basic,Table Tennis,Mumbai
21595,Female,26-35,Basic,Table Tennis,Dombivli
21596,Male,46+,Elite,Tennis,Mumbai
21597,Male,36-45,Basic,Squash,Thane
21598,Male,36-45,Basic,Pickleball,Dombivli
21599,Male,26-35,Premium,Badminton,Kalyan
21600,Male,26-35,Elite,Badminton,Powai
21601,Female,26-35,Premium,Tennis,Dombivli
21602,Male,18-25,Basic,Table Tennis,Mumbai
21603,Male,46+,Basic,Tennis,Navi Mumbai
21604,Female,46+,Premium,Squash,Mumbai
21605,Male,46+,Premium,Squash,Mumbai
21606,Male,46+,Premium,Badminton,Mumbai
21607,Male,46+,Premium,Padel,Powai
21608,Female,18-25,Premium,Squash,Thane
21609,Male,36-45,Basic,Table Tennis,Powai
21610,Male,46+,Elite,Table Tennis,Kalyan
21611,Female,18-25,Premium,Pickleball,Kalyan
21612,Female,46+,Premium,Pickleball,Mulund
21613,Male,46+,Premium,Squash,Mulund
21614,Male,46+,Basic,Padel,Navi Mumbai
21615,Male,18-25,Basic,Padel,Mumbai
21616,Female,46+,Elite,Pickleball,Mumbai
21617,Female,26-35,Basic,Badminton,Kalyan
21618,Male,18-25,Basic,Badminton,Mulund
21619,Male,26-35,Basic,Badminton,Mumbai
21620,Female,46+,Basic,Squash,Mulund
21621,Male,36-45,Basic,Pickleball,Kalyan
21622,Male,36-45,Premium,Squash,Dombivli
21623,Female,18-25,Basic,Badminton,Mumbai
21624,Female,36-45,Basic,Badminton,Navi Mumbai
21625,Female,18-25,Basic,Padel,Mulund
21626,Female,26-35,Basic,Pickleball,Mulund
21627,Female,46+,Premium,Table Tennis,Navi Mumbai
21628,Male,18-25,Premium,Padel,Powai
21629,Female,18-25,Basic,Squash,Thane
21630,Male,46+,Basic,Badminton,Navi Mumbai
21631,Male,18-25,Basic,Badminton,Powai
21632,Male,26-35,Basic,Tennis,Kalyan
21633,Female,36-45,Premium,Badminton,Thane
21634,Female,18-25,Basic,Badminton,Mulund
21635,Male,18-25,Premium,Padel,Kalyan
21636,Male,18-25,Basic,Badminton,Kalyan
21637,Female,26-35,Premium,Padel,Dombivli
21638,Female,36-45,Basic,Tennis,Thane
21639,Female,46+,Basic,Squash,Thane
21640,Male,36-45,Premium,Padel,Mulund
21641,Female,36-45,Basic,Squash,Navi Mumbai
21642,Male,18-25,Basic,Squash,Thane
21643,Male,26-35,Premium,Pickleball,Thane
21644,Male,18-25,Premium,Badminton,Mumbai
21645,Male,46+,Premium,Tennis,Navi Mumbai
21646,Female,46+,Basic,Padel,Dombivli
21647,Female,18-25,Basic,Badminton,Mulund
21648,Female,18-25,Premium,Squash,Mulund
21649,Female,26-35,Premium,Pickleball,Mumbai
21650,Male,36-45,Basic,Tennis,Mulund
21651,Male,18-25,Basic,Padel,Mumbai
21652,Male,36-45,Basic,Table Tennis,Dombivli
21653,Female,18-25,Premium,Pickleball,Dombivli
21654,Male,26-35,Premium,Badminton,Navi Mumbai
21655,Male,26-35,Basic,Table Tennis,Dombivli
21656,Female,46+,Basic,Badminton,Powai
21657,Male,46+,Basic,Tennis,Mulund
21658,Male,46+,Basic,Squash,Kalyan
21659,Male,18-25,Basic,Pickleball,Mumbai
21660,Female,26-35,Premium,Squash,Thane
21661,Male,18-25,Basic,Pickleball,Thane
21662,Male,26-35,Basic,Table Tennis,Dombivli
21663,Male,36-45,Basic,Badminton,Mumbai
21664,Male,26-35,Basic,Padel,Powai
21665,Male,26-35,Basic,Table Tennis,Thane
21666,Female,18-25,Basic,Pickleball,Mulund
21667,Male,46+,Premium,Squash,Thane
21668,Female,36-45,Basic,Squash,Mulund
21669,Male,18-25,Premium,Padel,Powai
21670,Female,26-35,Basic,Squash,Dombivli
21671,Female,18-25,Basic,Tennis,Thane
21672,Female,46+,Basic,Padel,Thane
21673,Female,36-45,Basic,Badminton,Dombivli
21674,Male,18-25,Basic,Table Tennis,Kalyan
21675,Male,46+,Basic,Badminton,Mumbai
21676,Female,46+,Basic,Tennis,Navi Mumbai
21677,Male,36-45,Premium,Badminton,Thane
21678,Female,26-35,Basic,Tennis,Mulund
21679,Male,18-25,Basic,Tennis,Dombivli
21680,Female,26-35,Elite,Table Tennis,Mumbai
21681,Male,46+,Basic,Badminton,Mumbai
21682,Male,26-35,Premium,Badminton,Navi Mumbai
21683,Female,18-25,Basic,Squash,Thane
21684,Male,18-25,Basic,Badminton,Kalyan
21685,Male,26-35,Premium,Badminton,Mulund
21686,Male,18-25,Basic,Squash,Thane
21687,Female,26-35,Premium,Tennis,Mumbai
21688,Male,36-45,Basic,Padel,Navi Mumbai
21689,Male,18-25,Basic,Padel,Thane
21690,Male,18-25,Basic,Pickleball,Navi Mumbai
21691,Male,46+,Elite,Padel,Kalyan
21692,Male,18-25,Basic,Table Tennis,Kalyan
21693,Male,26-35,Elite,Table Tennis,Mumbai
21694,Male,18-25,Basic,Pickleball,Powai
21695,Male,36-45,Premium,Squash,Thane
21696,Female,46+,Basic,Squash,Kalyan
21697,Male,46+,Basic,Padel,Dombivli
21698,Male,18-25,Basic,Tennis,Navi Mumbai
21699,Female,18-25,Elite,Tennis,Kalyan
21700,Male,46+,Basic,Badminton,Navi Mumbai
21701,Female,26-35,Basic,Badminton,Dombivli
21702,Male,46+,Premium,Squash,Powai
21703,Male,36-45,Basic,Badminton,Mumbai
21704,Male,36-45,Basic,Table Tennis,Mulund
21705,Male,36-45,Basic,Badminton,Mulund
21706,Female,18-25,Basic,Table Tennis,Powai
21707,Female,18-25,Basic,Pickleball,Mumbai
21708,Female,36-45,Basic,Padel,Dombivli
21709,Female,36-45,Premium,Tennis,Dombivli
21710,Female,18-25,Basic,Squash,Thane
21711,Male,46+,Basic,Tennis,Dombivli
21712,Male,26-35,Basic,Table Tennis,Powai
21713,Male,36-45,Basic,Pickleball,Dombivli
21714,Male,26-35,Premium,Squash,Mumbai
21715,Male,36-45,Premium,Squash,Powai
21716,Female,18-25,Premium,Squash,Powai
21717,Female,36-45,Basic,Badminton,Navi Mumbai
21718,Female,36-45,Basic,Pickleball,Kalyan
21719,Male,46+,Premium,Badminton,Navi Mumbai
21720,Male,46+,Basic,Padel,Mulund
21721,Female,26-35,Basic,Pickleball,Dombivli
21722,Male,26-35,Basic,Tennis,Powai
21723,Female,36-45,Premium,Squash,Powai
21724,Female,46+,Premium,Squash,Navi Mumbai
21725,Male,18-25,Basic,Squash,Navi Mumbai
21726,Female,26-35,Basic,Pickleball,Dombivli
21727,Male,36-45,Premium,Padel,Mumbai
21728,Female,46+,Basic,Table Tennis,Thane
21729,Male,26-35,Elite,Squash,Dombivli
21730,Male,18-25,Basic,Squash,Powai
21731,Female,26-35,Basic,Badminton,Dombivli
21732,Male,46+,Basic,Table Tennis,Mumbai
21733,Female,36-45,Basic,Pickleball,Powai
21734,Male,18-25,Premium,Padel,Mulund
21735,Male,26-35,Elite,Badminton,Kalyan
21736,Male,18-25,Basic,Pickleball,Navi Mumbai
21737,Female,26-35,Basic,Squash,Navi Mumbai
21738,Male,18-25,Basic,Padel,Kalyan
21739,Male,36-45,Elite,Table Tennis,Powai
21740,Female,36-45,Premium,Pickleball,Powai
21741,Female,26-35,Basic,Pickleball,Navi Mumbai
21742,Male,26-35,Premium,Badminton,Mulund
21743,Male,46+,Basic,Pickleball,Mumbai
21744,Male,18-25,Basic,Squash,Mulund
21745,Male,46+,Basic,Pickleball,Thane
21746,Female,36-45,Basic,Padel,Kalyan
21747,Male,26-35,Basic,Padel,Kalyan
21748,Female,26-35,Premium,Padel,Navi Mumbai
21749,Male,46+,Premium,Squash,Mulund
21750,Male,46+,Basic,Padel,Thane
21751,Female,36-45,Basic,Pickleball,Thane
21752,Male,26-35,Basic,Table Tennis,Powai
21753,Male,36-45,Premium,Table Tennis,Dombivli
21754,Male,18-25,Basic,Padel,Kalyan
21755,Male,46+,Basic,Table Tennis,Kalyan
21756,Female,18-25,Basic,Badminton,Thane
21757,Male,18-25,Basic,Pickleball,Mumbai
21758,Female,18-25,Basic,Padel,Mulund
21759,Male,36-45,Basic,Badminton,Mulund
21760,Male,18-25,Basic,Table Tennis,Powai
21761,Male,36-45,Premium,Pickleball,Dombivli
21762,Female,46+,Premium,Tennis,Kalyan
21763,Female,26-35,Basic,Padel,Dombivli
21764,Male,46+,Premium,Badminton,Thane
21765,Male,36-45,Basic,Tennis,Navi Mumbai
21766,Male,46+,Basic,Table Tennis,Kalyan
21767,Male,46+,Basic,Padel,Dombivli
21768,Male,26-35,Basic,Table Tennis,Dombivli
21769,Female,46+,Premium,Tennis,Mumbai
21770,Female,18-25,Basic,Padel,Mulund
21771,Male,46+,Basic,Pickleball,Mumbai
21772,Female,18-25,Basic,Padel,Powai
21773,Female,46+,Premium,Padel,Powai
21774,Male,26-35,Basic,Tennis,Kalyan
21775,Female,36-45,Premium,Padel,Powai
21776,Male,26-35,Basic,Tennis,Powai
21777,Male,26-35,Basic,Pickleball,Mumbai
21778,Female,26-35,Basic,Table Tennis,Dombivli
21779,Male,18-25,Basic,Pickleball,Mulund
21780,Female,18-25,Basic,Padel,Thane
21781,Male,26-35,Basic,Pickleball,Dombivli
21782,Male,36-45,Premium,Table Tennis,Mumbai
21783,Male,36-45,Basic,Squash,Dombivli
21784,Male,26-35,Basic,Tennis,Mulund
21785,Male,26-35,Basic,Pickleball,Powai
21786,Male,36-45,Basic,Table Tennis,Powai
21787,Male,36-45,Basic,Tennis,Mulund
21788,Female,46+,Premium,Badminton,Thane
21789,Male,18-25,Basic,Table Tennis,Dombivli
21790,Male,26-35,Basic,Padel,Mulund
21791,Male,36-45,Basic,Tennis,Mumbai
21792,Male,46+,Premium,Squash,Mulund
21793,Female,26-35,Basic,Tennis,Dombivli
21794,Female,46+,Basic,Tennis,Mulund
21795,Male,46+,Basic,Tennis,Thane
21796,Male,46+,Basic,Badminton,Navi Mumbai
21797,Female,26-35,Basic,Pickleball,Thane
21798,Female,26-35,Basic,Pickleball,Mumbai
21799,Male,46+,Premium,Table Tennis,Mulund
21800,Male,18-25,Basic,Badminton,Mumbai
21801,Female,46+,Elite,Padel,Mulund
21802,Male,36-45,Basic,Badminton,Kalyan
21803,Female,46+,Premium,Padel,Kalyan
21804,Female,26-35,Premium,Squash,Mulund
21805,Male,36-45,Premium,Padel,Navi Mumbai
21806,Female,26-35,Basic,Tennis,Thane
21807,Female,18-25,Basic,Padel,Kalyan
21808,Male,36-45,Basic,Pickleball,Dombivli
21809,Female,36-45,Basic,Squash,Thane
21810,Female,36-45,Basic,Pickleball,Thane
21811,Male,26-35,Basic,Padel,Kalyan
21812,Female,26-35,Basic,Squash,Mumbai
21813,Male,36-45,Basic,Table Tennis,Mumbai
21814,Female,46+,Basic,Badminton,Dombivli
21815,Female,18-25,Premium,Table Tennis,Dombivli
21816,Female,26-35,Elite,Squash,Powai
21817,Female,36-45,Premium,Table Tennis,Mumbai
21818,Female,18-25,Basic,Squash,Mulund
21819,Female,46+,Basic,Padel,Navi Mumbai
21820,Female,18-25,Basic,Badminton,Navi Mumbai
21821,Male,26-35,Premium,Table Tennis,Mulund
21822,Female,18-25,Basic,Badminton,Mulund
21823,Male,18-25,Basic,Tennis,Thane
21824,Female,18-25,Basic,Squash,Thane
21825,Male,26-35,Premium,Badminton,Kalyan
21826,Male,26-35,Elite,Pickleball,Mulund
21827,Female,26-35,Premium,Tennis,Kalyan
21828,Male,26-35,Basic,Badminton,Thane
21829,Male,36-45,Premium,Badminton,Navi Mumbai
21830,Male,18-25,Basic,Badminton,Mumbai
21831,Male,46+,Basic,Tennis,Powai
21832,Male,46+,Premium,Padel,Thane
21833,Female,36-45,Basic,Tennis,Mumbai
21834,Female,18-25,Basic,Padel,Dombivli
21835,Female,36-45,Basic,Badminton,Powai
21836,Male,36-45,Premium,Pickleball,Mulund
21837,Male,46+,Basic,Padel,Powai
21838,Female,26-35,Basic,Pickleball,Dombivli
21839,Male,26-35,Basic,Padel,Thane
21840,Male,26-35,Premium,Padel,Navi Mumbai
21841,Female,46+,Basic,Squash,Navi Mumbai
21842,Female,26-35,Basic,Pickleball,Mulund
21843,Male,26-35,Basic,Pickleball,Powai
21844,Male,46+,Basic,Table Tennis,Thane
21845,Female,36-45,Premium,Table Tennis,Mulund
21846,Female,36-45,Premium,Pickleball,Thane
21847,Male,36-45,Basic,Badminton,Mumbai
21848,Female,26-35,Premium,Badminton,Thane
21849,Male,36-45,Basic,Tennis,Mumbai
21850,Male,18-25,Basic,Squash,Powai
21851,Male,36-45,Premium,Squash,Kalyan
21852,Female,36-45,Basic,Squash,Mulund
21853,Female,18-25,Basic,Squash,Navi Mumbai
21854,Male,18-25,Basic,Padel,Mulund
21855,Male,26-35,Basic,Badminton,Thane
21856,Male,18-25,Premium,Tennis,Navi Mumbai
21857,Female,18-25,Basic,Table Tennis,Powai
21858,Female,18-25,Premium,Table Tennis,Thane
21859,Female,46+,Basic,Badminton,Kalyan
21860,Male,26-35,Basic,Squash,Mulund
21861,Female,36-45,Basic,Table Tennis,Kalyan
21862,Male,46+,Basic,Tennis,Mumbai
21863,Female,26-35,Basic,Table Tennis,Mulund
21864,Female,18-25,Basic,Pickleball,Kalyan
21865,Male,46+,Basic,Table Tennis,Powai
21866,Male,46+,Basic,Table Tennis,Powai
21867,Male,18-25,Basic,Squash,Mulund
21868,Male,46+,Elite,Tennis,Powai
21869,Female,36-45,Basic,Table Tennis,Mumbai
21870,Male,26-35,Basic,Padel,Kalyan
21871,Female,18-25,Premium,Badminton,Kalyan
21872,Male,46+,Basic,Padel,Thane
21873,Male,18-25,Premium,Squash,Mulund
21874,Male,26-35,Basic,Padel,Mulund
21875,Male,26-35,Premium,Badminton,Mulund
21876,Male,18-25,Premium,Tennis,Dombivli
21877,Male,18-25,Premium,Squash,Powai
21878,Female,36-45,Premium,Tennis,Dombivli
21879,Male,18-25,Basic,Table Tennis,Kalyan
21880,Male,36-45,Basic,Table Tennis,Navi Mumbai
21881,Male,36-45,Basic,Padel,Thane
21882,Female,26-35,Basic,Table Tennis,Dombivli
21883,Male,36-45,Basic,Pickleball,Mulund
21884,Male,46+,Basic,Table Tennis,Navi Mumbai
21885,Male,36-45,Premium,Badminton,Mumbai
21886,Male,46+,Premium,Table Tennis,Navi Mumbai
21887,Female,36-45,Basic,Badminton,Dombivli
21888,Female,46+,Basic,Pickleball,Navi Mumbai
21889,Female,26-35,Basic,Padel,Mulund
21890,Male,26-35,Basic,Squash,Kalyan
21891,Female,36-45,Premium,Squash,Thane
21892,Male,46+,Basic,Tennis,Mumbai
21893,Male,36-45,Basic,Badminton,Kalyan
21894,Female,46+,Premium,Table Tennis,Dombivli
21895,Male,46+,Basic,Badminton,Navi Mumbai
21896,Male,46+,Basic,Badminton,Dombivli
21897,Male,46+,Basic,Table Tennis,Navi Mumbai
21898,Male,36-45,Basic,Padel,Thane
21899,Male,36-45,Basic,Badminton,Kalyan
21900,Male,26-35,Basic,Badminton,Kalyan
21901,Female,18-25,Basic,Table Tennis,Mumbai
21902,Male,18-25,Basic,Tennis,Kalyan
21903,Male,26-35,Premium,Table Tennis,Navi Mumbai
21904,Female,46+,Basic,Badminton,Mumbai
21905,Female,26-35,Premium,Badminton,Mulund
21906,Male,36-45,Basic,Padel,Mulund
21907,Female,46+,Basic,Squash,Mumbai
21908,Male,36-45,Basic,Tennis,Thane
21909,Male,36-45,Basic,Badminton,Mumbai
21910,Male,26-35,Elite,Pickleball,Dombivli
21911,Female,36-45,Basic,Squash,Dombivli
21912,Male,18-25,Premium,Table Tennis,Mumbai
21913,Female,36-45,Premium,Badminton,Dombivli
21914,Male,18-25,Basic,Table Tennis,Navi Mumbai
21915,Female,26-35,Basic,Table Tennis,Thane
21916,Male,36-45,Premium,Table Tennis,Mulund
21917,Female,18-25,Basic,Table Tennis,Dombivli
21918,Female,46+,Basic,Pickleball,Dombivli
21919,Male,36-45,Premium,Pickleball,Thane
21920,Male,36-45,Basic,Padel,Mulund
21921,Female,36-45,Basic,Pickleball,Navi Mumbai
21922,Male,36-45,Basic,Padel,Kalyan
21923,Female,18-25,Premium,Tennis,Dombivli
21924,Female,36-45,Basic,Squash,Dombivli
21925,Female,36-45,Basic,Padel,Mumbai
21926,Male,36-45,Basic,Tennis,Thane
21927,Male,18-25,Premium,Table Tennis,Dombivli
21928,Female,18-25,Elite,Tennis,Mumbai
21929,Female,18-25,Basic,Badminton,Navi Mumbai
21930,Female,46+,Basic,Tennis,Dombivli
21931,Female,26-35,Basic,Pickleball,Navi Mumbai
21932,Female,26-35,Premium,Pickleball,Mulund
21933,Male,36-45,Basic,Badminton,Mumbai
21934,Male,26-35,Premium,Table Tennis,Powai
21935,Female,26-35,Premium,Squash,Dombivli
21936,Male,36-45,Basic,Padel,Powai
21937,Female,18-25,Premium,Tennis,Powai
21938,Male,18-25,Basic,Squash,Navi Mumbai
21939,Female,26-35,Basic,Tennis,Navi Mumbai
21940,Male,46+,Basic,Padel,Mumbai
21941,Female,26-35,Basic,Table Tennis,Powai
21942,Male,36-45,Basic,Tennis,Thane
21943,Male,46+,Basic,Table Tennis,Thane
21944,Female,46+,Basic,Table Tennis,Powai
21945,Female,18-25,Elite,Badminton,Thane
21946,Female,26-35,Basic,Tennis,Kalyan
21947,Female,46+,Basic,Pickleball,Powai
21948,Female,26-35,Elite,Tennis,Kalyan
21949,Male,18-25,Basic,Squash,Mulund
