inventory_id,store_id,product_id,current_stock,reorder_level,lead_time_days,stock_status
13230,6,1096,1,25,8,Low Stock
13231,4,1103,228,50,8,Overstock
13232,6,1106,75,30,14,Healthy
13233,6,1130,67,30,7,Healthy
13234,3,1138,101,30,4,Healthy
13235,1,1111,141,30,6,Healthy
13236,5,1037,55,30,4,Healthy
13237,5,1132,64,30,9,Healthy
13238,6,1011,122,30,12,Healthy
13239,2,1038,105,30,9,Healthy
13240,1,1135,70,30,13,Healthy
13241,1,1134,91,30,12,Healthy
13242,1,1030,12,25,11,Low Stock
13243,3,1113,55,30,12,Healthy
13244,5,1067,18,25,10,Low Stock
13245,2,1140,52,30,13,Healthy
13246,3,1055,57,30,5,Healthy
13247,1,1098,109,30,3,Healthy
13248,5,1145,316,50,6,Overstock
13249,1,1065,85,30,13,Healthy
13250,4,1057,217,50,3,Overstock
13251,4,1038,59,30,10,Healthy
13252,1,1042,64,30,5,Healthy
13253,5,1059,131,30,9,Healthy
13254,2,1010,94,30,11,Healthy
13255,3,1110,14,25,4,Low Stock
13256,6,1043,50,30,11,Healthy
13257,2,1132,4,25,5,Low Stock
13258,1,1138,62,30,7,Healthy
13259,5,1005,67,30,10,Healthy
13260,5,1076,92,30,4,Healthy
13261,6,1126,13,25,6,Low Stock
13262,2,1042,147,30,12,Healthy
13263,4,1132,450,50,10,Overstock
13264,2,1064,142,30,4,Healthy
13265,6,1009,100,30,13,Healthy
13266,6,1053,73,30,11,Healthy
13267,6,1123,72,30,4,Healthy
13268,4,1015,265,50,3,Overstock
13269,6,1058,11,25,15,Low Stock
13270,6,1009,362,50,3,Overstock
13271,6,1113,74,30,3,Healthy
13272,5,1059,204,50,9,Overstock
13273,1,1071,15,25,5,Low Stock
13274,5,1116,95,30,9,Healthy
13275,2,1057,73,30,9,Healthy
13276,2,1024,73,30,15,Healthy
13277,2,1139,1,25,8,Low Stock
13278,2,1031,138,30,7,Healthy
13279,2,1016,293,50,3,Overstock
13280,2,1007,96,30,14,Healthy
13281,2,1119,91,30,13,Healthy
13282,2,1081,78,30,12,Healthy
13283,4,1037,98,30,9,Healthy
13284,2,1004,74,30,3,Healthy
13285,6,1048,126,30,6,Healthy
13286,4,1058,78,30,11,Healthy
13287,2,1121,8,25,4,Low Stock
13288,5,1111,90,30,9,Healthy
13289,3,1021,4,25,13,Low Stock
13290,4,1084,114,30,15,Healthy
13291,2,1016,146,30,7,Healthy
13292,4,1117,126,30,14,Healthy
13293,3,1085,111,30,9,Healthy
13294,5,1070,19,25,11,Low Stock
13295,4,1040,141,30,12,Healthy
13296,3,1049,133,30,10,Healthy
13297,6,1096,8,25,9,Low Stock
13298,1,1046,468,50,8,Overstock
13299,2,1027,62,30,12,Healthy
13300,5,1136,3,25,7,Low Stock
13301,6,1112,84,30,11,Healthy
13302,1,1087,132,30,3,Healthy
13303,6,1066,71,30,5,Healthy
13304,5,1095,141,30,15,Healthy
13305,1,1142,146,30,11,Healthy
13306,1,1109,15,25,13,Low Stock
13307,4,1035,121,30,14,Healthy
13308,5,1112,102,30,5,Healthy
13309,4,1082,114,30,9,Healthy
13310,3,1059,276,50,4,Overstock
13311,6,1055,64,30,3,Healthy
13312,4,1002,71,30,13,Healthy
13313,6,1068,124,30,9,Healthy
13314,4,1096,104,30,3,Healthy
13315,3,1102,8,25,4,Low Stock
13316,4,1026,134,30,5,Healthy
13317,5,1149,8,25,12,Low Stock
13318,4,1079,148,30,9,Healthy
13319,3,1008,20,25,8,Low Stock
13320,6,1092,53,30,9,Healthy
13321,2,1126,145,30,3,Healthy
13322,3,1061,76,30,12,Healthy
13323,4,1039,124,30,6,Healthy
13324,6,1092,79,30,13,Healthy
13325,2,1093,105,30,9,Healthy
13326,5,1103,139,30,15,Healthy
13327,2,1080,140,30,14,Healthy
13328,5,1023,115,30,13,Healthy
13329,5,1025,90,30,10,Healthy
13330,1,1025,97,30,12,Healthy
13331,6,1014,99,30,9,Healthy
13332,6,1026,133,30,4,Healthy
13333,2,1059,126,30,13,Healthy
13334,4,1019,119,30,12,Healthy
13335,5,1043,56,30,10,Healthy
13336,6,1105,72,30,14,Healthy
13337,2,1011,352,50,4,Overstock
13338,1,1072,140,30,13,Healthy
13339,2,1119,69,30,8,Healthy
13340,3,1044,70,30,7,Healthy
13341,1,1129,137,30,12,Healthy
13342,6,1108,145,30,3,Healthy
13343,6,1113,451,50,12,Overstock
13344,5,1133,14,25,12,Low Stock
13345,6,1122,78,30,14,Healthy
13346,4,1036,57,30,15,Healthy
13347,3,1030,68,30,7,Healthy
13348,3,1045,126,30,3,Healthy
13349,6,1136,117,30,14,Healthy
13350,2,1016,6,25,9,Low Stock
13351,5,1064,142,30,15,Healthy
13352,1,1081,90,30,8,Healthy
13353,2,1027,118,30,10,Healthy
13354,6,1114,123,30,5,Healthy
13355,3,1022,19,25,10,Low Stock
13356,3,1063,51,30,3,Healthy
13357,1,1097,115,30,15,Healthy
13358,1,1143,105,30,4,Healthy
13359,4,1017,93,30,4,Healthy
13360,3,1134,1,25,9,Low Stock
13361,5,1056,74,30,5,Healthy
13362,5,1108,56,30,8,Healthy
13363,4,1102,69,30,12,Healthy
13364,3,1051,138,30,13,Healthy
13365,2,1017,102,30,10,Healthy
13366,3,1114,62,30,4,Healthy
13367,4,1065,61,30,11,Healthy
13368,6,1087,92,30,12,Healthy
13369,5,1002,91,30,5,Healthy
13370,2,1011,102,30,9,Healthy
13371,2,1092,57,30,14,Healthy
13372,1,1092,112,30,6,Healthy
13373,1,1135,68,30,10,Healthy
13374,3,1063,14,25,7,Low Stock
13375,4,1011,128,30,12,Healthy
13376,6,1079,254,50,7,Overstock
13377,3,1036,69,30,12,Healthy
13378,5,1064,137,30,13,Healthy
13379,5,1087,93,30,11,Healthy
13380,5,1004,73,30,14,Healthy
13381,5,1016,7,25,7,Low Stock
13382,4,1104,124,30,8,Healthy
13383,6,1080,57,30,14,Healthy
13384,1,1038,20,25,13,Low Stock
13385,2,1033,139,30,7,Healthy
13386,4,1055,120,30,4,Healthy
13387,5,1036,105,30,7,Healthy
13388,2,1062,125,30,8,Healthy
13389,1,1141,50,30,5,Healthy
13390,2,1135,14,25,6,Low Stock
13391,1,1060,76,30,6,Healthy
13392,4,1048,58,30,8,Healthy
13393,6,1031,126,30,9,Healthy
13394,5,1104,79,30,7,Healthy
13395,1,1023,96,30,5,Healthy
13396,5,1046,124,30,9,Healthy
13397,4,1001,111,30,9,Healthy
13398,3,1034,126,30,4,Healthy
13399,5,1124,321,50,5,Overstock
13400,3,1129,19,25,8,Low Stock
13401,2,1055,300,50,5,Overstock
13402,4,1099,4,25,9,Low Stock
13403,6,1057,4,25,10,Low Stock
13404,3,1078,103,30,10,Healthy
13405,6,1144,109,30,7,Healthy
13406,6,1133,107,30,5,Healthy
13407,4,1053,135,30,10,Healthy
13408,3,1092,384,50,13,Overstock
13409,3,1079,0,25,3,Low Stock
13410,6,1123,82,30,8,Healthy
13411,4,1069,60,30,5,Healthy
13412,2,1090,51,30,6,Healthy
13413,3,1022,137,30,13,Healthy
13414,4,1091,78,30,15,Healthy
13415,6,1054,60,30,14,Healthy
13416,2,1080,10,25,11,Low Stock
13417,1,1039,1,25,11,Low Stock
13418,4,1030,150,30,14,Healthy
13419,1,1074,11,25,11,Low Stock
13420,2,1074,15,25,8,Low Stock
13421,1,1107,255,50,8,Overstock
13422,5,1122,85,30,5,Healthy
13423,3,1077,220,50,12,Overstock
13424,3,1144,89,30,5,Healthy
13425,4,1034,9,25,8,Low Stock
13426,6,1033,98,30,6,Healthy
13427,1,1089,0,25,15,Low Stock
13428,4,1105,358,50,8,Overstock
13429,3,1091,131,30,11,Healthy
13430,3,1097,76,30,3,Healthy
13431,3,1035,137,30,13,Healthy
13432,4,1027,66,30,4,Healthy
13433,5,1129,104,30,5,Healthy
13434,6,1120,126,30,11,Healthy
13435,3,1041,118,30,15,Healthy
13436,5,1119,236,50,10,Overstock
13437,5,1098,97,30,13,Healthy
13438,6,1067,312,50,14,Overstock
13439,6,1144,12,25,13,Low Stock
13440,2,1069,90,30,10,Healthy
13441,3,1089,213,50,7,Overstock
13442,5,1123,7,25,8,Low Stock
13443,3,1014,133,30,15,Healthy
13444,2,1115,0,25,7,Low Stock
13445,5,1004,16,25,6,Low Stock
13446,3,1134,73,30,13,Healthy
13447,4,1102,7,25,15,Low Stock
13448,5,1060,145,30,8,Healthy
13449,3,1001,17,25,10,Low Stock
13450,6,1018,150,30,10,Healthy
13451,4,1036,12,25,15,Low Stock
13452,6,1031,122,30,3,Healthy
13453,5,1001,143,30,4,Healthy
13454,6,1054,16,25,6,Low Stock
13455,6,1003,122,30,10,Healthy
13456,1,1076,146,30,8,Healthy
13457,3,1001,59,30,6,Healthy
13458,1,1061,116,30,6,Healthy
13459,4,1045,7,25,15,Low Stock
13460,2,1127,247,50,4,Overstock
13461,3,1079,201,50,13,Overstock
13462,4,1148,114,30,8,Healthy
13463,2,1063,134,30,11,Healthy
13464,5,1047,77,30,15,Healthy
13465,4,1145,149,30,4,Healthy
13466,4,1114,19,25,8,Low Stock
13467,2,1060,122,30,10,Healthy
13468,2,1024,148,30,7,Healthy
13469,6,1139,115,30,13,Healthy
13470,3,1059,480,50,8,Overstock
13471,2,1030,58,30,13,Healthy
13472,1,1099,208,50,14,Overstock
13473,2,1121,144,30,12,Healthy
13474,4,1025,85,30,11,Healthy
13475,6,1101,89,30,4,Healthy
13476,6,1032,92,30,6,Healthy
13477,2,1034,115,30,15,Healthy
13478,2,1122,63,30,12,Healthy
13479,3,1079,90,30,14,Healthy
13480,1,1019,1,25,5,Low Stock
13481,1,1134,53,30,10,Healthy
13482,5,1074,216,50,7,Overstock
13483,4,1081,6,25,7,Low Stock
13484,6,1064,231,50,3,Overstock
13485,2,1104,64,30,11,Healthy
13486,6,1004,133,30,6,Healthy
13487,3,1059,447,50,13,Overstock
13488,4,1120,94,30,10,Healthy
13489,6,1145,58,30,10,Healthy
13490,6,1028,89,30,3,Healthy
13491,3,1067,393,50,15,Overstock
13492,3,1053,4,25,12,Low Stock
13493,2,1069,106,30,14,Healthy
13494,4,1057,65,30,6,Healthy
13495,1,1118,96,30,3,Healthy
13496,4,1028,85,30,14,Healthy
13497,4,1035,102,30,7,Healthy
13498,5,1057,146,30,4,Healthy
13499,5,1105,10,25,10,Low Stock
13500,1,1025,106,30,11,Healthy
13501,3,1010,7,25,7,Low Stock
13502,1,1096,19,25,8,Low Stock
13503,3,1137,97,30,5,Healthy
13504,3,1098,101,30,15,Healthy
13505,4,1005,438,50,5,Overstock
13506,1,1079,55,30,8,Healthy
13507,1,1145,107,30,5,Healthy
13508,6,1010,90,30,5,Healthy
13509,6,1040,103,30,12,Healthy
13510,3,1025,104,30,8,Healthy
13511,3,1028,358,50,5,Overstock
13512,6,1016,66,30,14,Healthy
13513,1,1056,90,30,3,Healthy
13514,6,1038,115,30,11,Healthy
13515,5,1141,126,30,3,Healthy
13516,1,1023,9,25,14,Low Stock
13517,1,1080,20,25,13,Low Stock
13518,1,1004,62,30,14,Healthy
13519,5,1012,131,30,4,Healthy
13520,3,1023,15,25,4,Low Stock
13521,3,1115,149,30,9,Healthy
13522,6,1022,141,30,8,Healthy
13523,1,1141,133,30,9,Healthy
13524,5,1043,16,25,7,Low Stock
13525,1,1065,54,30,8,Healthy
13526,2,1054,149,30,7,Healthy
13527,1,1064,94,30,10,Healthy
13528,1,1071,124,30,11,Healthy
13529,6,1121,137,30,4,Healthy
13530,2,1056,115,30,4,Healthy
13531,6,1032,74,30,6,Healthy
13532,2,1081,82,30,15,Healthy
13533,5,1131,492,50,6,Overstock
13534,5,1134,108,30,4,Healthy
13535,1,1006,138,30,5,Healthy
13536,1,1056,62,30,15,Healthy
13537,5,1035,128,30,15,Healthy
13538,5,1060,122,30,7,Healthy
13539,3,1046,59,30,9,Healthy
13540,2,1074,71,30,4,Healthy
13541,6,1037,18,25,6,Low Stock
13542,1,1027,132,30,12,Healthy
13543,2,1011,69,30,13,Healthy
13544,6,1087,119,30,7,Healthy
13545,4,1006,14,25,4,Low Stock
13546,2,1007,117,30,14,Healthy
13547,3,1134,98,30,12,Healthy
13548,1,1087,19,25,4,Low Stock
13549,2,1146,132,30,15,Healthy
13550,5,1073,93,30,9,Healthy
13551,3,1044,20,25,5,Low Stock
13552,6,1075,7,25,12,Low Stock
13553,1,1079,58,30,5,Healthy
13554,2,1098,137,30,7,Healthy
13555,4,1090,129,30,7,Healthy
13556,1,1133,486,50,11,Overstock
13557,3,1006,17,25,8,Low Stock
13558,4,1096,51,30,7,Healthy
13559,4,1057,142,30,15,Healthy
13560,6,1040,128,30,9,Healthy
13561,3,1127,101,30,4,Healthy
13562,3,1047,113,30,4,Healthy
13563,1,1087,140,30,7,Healthy
13564,6,1126,128,30,9,Healthy
13565,5,1061,144,30,14,Healthy
13566,1,1060,143,30,12,Healthy
13567,4,1087,126,30,12,Healthy
13568,3,1084,86,30,10,Healthy
13569,1,1032,16,25,13,Low Stock
13570,2,1149,89,30,6,Healthy
13571,1,1031,124,30,11,Healthy
13572,6,1059,52,30,6,Healthy
13573,2,1059,53,30,5,Healthy
13574,5,1080,58,30,10,Healthy
13575,2,1008,121,30,15,Healthy
13576,4,1061,16,25,6,Low Stock
13577,2,1024,10,25,7,Low Stock
13578,1,1065,361,50,4,Overstock
13579,5,1131,130,30,11,Healthy
13580,3,1136,215,50,8,Overstock
13581,3,1015,10,25,14,Low Stock
13582,1,1089,80,30,3,Healthy
13583,6,1020,340,50,13,Overstock
13584,6,1046,141,30,3,Healthy
13585,3,1071,11,25,11,Low Stock
13586,2,1126,145,30,7,Healthy
13587,3,1090,132,30,9,Healthy
13588,4,1065,63,30,11,Healthy
13589,5,1119,92,30,13,Healthy
13590,2,1044,13,25,11,Low Stock
13591,5,1109,68,30,13,Healthy
13592,6,1047,114,30,5,Healthy
13593,3,1048,131,30,4,Healthy
13594,5,1074,5,25,5,Low Stock
13595,6,1012,68,30,14,Healthy
13596,2,1142,53,30,12,Healthy
13597,5,1079,16,25,4,Low Stock
13598,1,1098,338,50,15,Overstock
13599,6,1133,116,30,3,Healthy
13600,4,1069,73,30,10,Healthy
13601,4,1011,90,30,9,Healthy
13602,3,1131,19,25,14,Low Stock
13603,4,1004,128,30,9,Healthy
13604,4,1026,1,25,7,Low Stock
13605,1,1022,1,25,9,Low Stock
13606,5,1111,14,25,15,Low Stock
13607,4,1032,137,30,13,Healthy
13608,6,1084,144,30,7,Healthy
13609,6,1121,132,30,7,Healthy
13610,3,1093,2,25,8,Low Stock
13611,3,1018,141,30,8,Healthy
13612,6,1137,61,30,10,Healthy
13613,4,1007,55,30,9,Healthy
13614,1,1059,102,30,8,Healthy
13615,3,1138,90,30,9,Healthy
13616,4,1058,243,50,4,Overstock
13617,3,1120,372,50,7,Overstock
13618,1,1016,324,50,5,Overstock
13619,4,1101,89,30,13,Healthy
13620,2,1010,14,25,5,Low Stock
13621,5,1015,16,25,7,Low Stock
13622,5,1006,124,30,14,Healthy
13623,2,1150,56,30,5,Healthy
13624,4,1119,108,30,4,Healthy
13625,6,1055,145,30,12,Healthy
13626,2,1073,19,25,10,Low Stock
13627,2,1048,352,50,4,Overstock
13628,6,1004,116,30,9,Healthy
13629,4,1095,122,30,7,Healthy
13630,5,1049,72,30,13,Healthy
13631,6,1051,15,25,6,Low Stock
13632,6,1002,62,30,5,Healthy
13633,3,1121,80,30,7,Healthy
13634,1,1149,122,30,6,Healthy
13635,4,1127,10,25,4,Low Stock
13636,3,1041,489,50,6,Overstock
13637,3,1027,53,30,8,Healthy
13638,4,1119,70,30,11,Healthy
13639,4,1121,7,25,11,Low Stock
13640,5,1137,0,25,7,Low Stock
13641,5,1026,1,25,7,Low Stock
13642,1,1078,281,50,3,Overstock
13643,2,1079,73,30,6,Healthy
13644,2,1129,136,30,12,Healthy
13645,4,1065,6,25,8,Low Stock
13646,3,1065,6,25,7,Low Stock
13647,1,1150,114,30,11,Healthy
13648,6,1040,7,25,3,Low Stock
13649,3,1039,134,30,3,Healthy
13650,5,1102,1,25,9,Low Stock
13651,1,1066,84,30,3,Healthy
13652,2,1117,14,25,3,Low Stock
13653,2,1046,8,25,4,Low Stock
13654,4,1014,115,30,12,Healthy
13655,4,1111,81,30,9,Healthy
13656,6,1020,20,25,10,Low Stock
13657,2,1029,69,30,6,Healthy
13658,2,1082,62,30,9,Healthy
13659,6,1085,103,30,14,Healthy
13660,3,1149,94,30,13,Healthy
13661,4,1144,285,50,12,Overstock
13662,1,1142,57,30,10,Healthy
13663,1,1033,0,25,3,Low Stock
13664,4,1095,142,30,13,Healthy
13665,2,1060,7,25,9,Low Stock
13666,6,1144,148,30,10,Healthy
13667,1,1116,5,25,10,Low Stock
13668,4,1009,87,30,7,Healthy
13669,3,1146,73,30,10,Healthy
13670,4,1094,13,25,10,Low Stock
13671,1,1119,138,30,11,Healthy
13672,1,1076,112,30,5,Healthy
13673,6,1121,458,50,11,Overstock
13674,3,1130,11,25,15,Low Stock
13675,6,1096,311,50,5,Overstock
13676,3,1129,413,50,15,Overstock
13677,6,1117,95,30,12,Healthy
13678,5,1139,123,30,3,Healthy
13679,2,1008,110,30,10,Healthy
13680,3,1149,92,30,10,Healthy
13681,6,1025,133,30,7,Healthy
13682,2,1077,96,30,10,Healthy
13683,4,1021,81,30,13,Healthy
13684,4,1138,118,30,10,Healthy
13685,6,1063,72,30,7,Healthy
13686,6,1113,0,25,10,Low Stock
13687,1,1058,128,30,11,Healthy
13688,6,1104,81,30,13,Healthy
13689,4,1020,149,30,8,Healthy
13690,2,1012,115,30,7,Healthy
13691,3,1099,106,30,11,Healthy
13692,3,1002,133,30,12,Healthy
13693,6,1106,343,50,12,Overstock
13694,1,1029,90,30,5,Healthy
13695,4,1124,77,30,8,Healthy
13696,3,1129,62,30,5,Healthy
13697,3,1092,80,30,11,Healthy
13698,4,1143,1,25,13,Low Stock
13699,4,1039,127,30,11,Healthy
13700,4,1016,128,30,13,Healthy
13701,1,1027,142,30,13,Healthy
13702,5,1074,66,30,15,Healthy
13703,4,1006,128,30,8,Healthy
13704,5,1081,128,30,10,Healthy
13705,3,1107,0,25,7,Low Stock
13706,4,1017,4,25,11,Low Stock
13707,3,1021,134,30,7,Healthy
13708,2,1057,51,30,9,Healthy
13709,2,1081,7,25,11,Low Stock
13710,5,1006,69,30,3,Healthy
13711,1,1079,117,30,4,Healthy
13712,2,1058,76,30,14,Healthy
13713,6,1100,150,30,13,Healthy
13714,3,1077,140,30,15,Healthy
13715,6,1087,94,30,13,Healthy
13716,4,1141,12,25,15,Low Stock
13717,3,1031,67,30,12,Healthy
13718,5,1111,318,50,15,Overstock
13719,6,1027,88,30,7,Healthy
13720,5,1017,113,30,13,Healthy
13721,6,1004,2,25,13,Low Stock
13722,3,1007,15,25,3,Low Stock
13723,5,1130,17,25,10,Low Stock
13724,6,1059,69,30,15,Healthy
13725,3,1034,102,30,14,Healthy
13726,6,1118,16,25,14,Low Stock
13727,4,1079,59,30,14,Healthy
13728,3,1091,137,30,12,Healthy
13729,4,1132,120,30,5,Healthy
13730,2,1050,110,30,14,Healthy
13731,5,1079,111,30,6,Healthy
13732,3,1090,283,50,8,Overstock
13733,4,1006,65,30,10,Healthy
13734,3,1076,84,30,14,Healthy
13735,3,1070,125,30,7,Healthy
13736,5,1088,110,30,8,Healthy
13737,3,1090,140,30,14,Healthy
13738,4,1112,103,30,3,Healthy
13739,6,1056,77,30,9,Healthy
13740,4,1042,0,25,14,Low Stock
13741,2,1096,80,30,13,Healthy
13742,3,1044,14,25,9,Low Stock
13743,3,1144,87,30,13,Healthy
13744,6,1139,72,30,7,Healthy
13745,1,1096,225,50,11,Overstock
13746,6,1078,124,30,6,Healthy
13747,1,1127,249,50,10,Overstock
13748,5,1127,138,30,7,Healthy
13749,4,1068,141,30,4,Healthy
13750,4,1020,102,30,9,Healthy
13751,5,1022,117,30,9,Healthy
13752,5,1002,18,25,7,Low Stock
13753,3,1088,120,30,4,Healthy
13754,2,1052,84,30,12,Healthy
13755,2,1092,111,30,4,Healthy
13756,2,1037,221,50,4,Overstock
13757,4,1121,3,25,10,Low Stock
13758,2,1035,86,30,3,Healthy
13759,6,1089,3,25,14,Low Stock
13760,1,1069,102,30,3,Healthy
13761,4,1058,61,30,7,Healthy
13762,4,1124,103,30,15,Healthy
13763,6,1056,66,30,3,Healthy
13764,5,1020,115,30,9,Healthy
13765,1,1020,15,25,5,Low Stock
13766,6,1001,114,30,11,Healthy
13767,6,1021,119,30,10,Healthy
13768,2,1105,109,30,5,Healthy
13769,5,1074,482,50,4,Overstock
13770,6,1094,223,50,6,Overstock
13771,3,1048,18,25,15,Low Stock
13772,4,1076,136,30,12,Healthy
13773,4,1071,137,30,10,Healthy
13774,6,1088,133,30,6,Healthy
13775,4,1149,122,30,6,Healthy
13776,6,1071,57,30,14,Healthy
13777,1,1132,80,30,8,Healthy
13778,5,1107,126,30,5,Healthy
13779,1,1052,110,30,15,Healthy
13780,6,1071,11,25,7,Low Stock
13781,3,1013,14,25,8,Low Stock
13782,2,1001,107,30,13,Healthy
13783,6,1128,13,25,11,Low Stock
13784,1,1035,69,30,10,Healthy
13785,3,1068,132,30,12,Healthy
13786,6,1030,4,25,9,Low Stock
13787,1,1088,367,50,6,Overstock
13788,2,1016,76,30,15,Healthy
13789,3,1020,79,30,8,Healthy
13790,3,1030,110,30,12,Healthy
13791,5,1102,121,30,9,Healthy
13792,3,1082,81,30,9,Healthy
13793,1,1012,58,30,6,Healthy
13794,5,1100,114,30,6,Healthy
13795,3,1147,53,30,6,Healthy
13796,5,1126,0,25,14,Low Stock
13797,4,1053,331,50,4,Overstock
13798,2,1051,53,30,15,Healthy
13799,4,1064,132,30,7,Healthy
13800,5,1126,378,50,9,Overstock
13801,5,1106,94,30,8,Healthy
13802,4,1137,64,30,8,Healthy
13803,3,1019,73,30,6,Healthy
13804,1,1086,1,25,3,Low Stock
13805,3,1032,75,30,13,Healthy
13806,1,1047,86,30,15,Healthy
13807,3,1110,20,25,4,Low Stock
13808,5,1061,8,25,8,Low Stock
13809,5,1004,134,30,13,Healthy
13810,3,1146,468,50,13,Overstock
13811,4,1028,106,30,11,Healthy
13812,6,1054,65,30,7,Healthy
13813,3,1049,6,25,15,Low Stock
13814,4,1076,81,30,8,Healthy
13815,5,1026,13,25,5,Low Stock
13816,3,1039,66,30,15,Healthy
13817,1,1076,111,30,9,Healthy
13818,5,1044,137,30,5,Healthy
13819,2,1058,116,30,3,Healthy
13820,5,1147,20,25,13,Low Stock
13821,2,1067,426,50,6,Overstock
13822,4,1014,303,50,12,Overstock
13823,3,1130,7,25,9,Low Stock
13824,5,1065,0,25,10,Low Stock
13825,4,1101,0,25,5,Low Stock
13826,2,1050,81,30,15,Healthy
13827,2,1094,104,30,15,Healthy
13828,2,1067,6,25,11,Low Stock
13829,5,1076,65,30,10,Healthy
13830,5,1143,13,25,6,Low Stock
13831,2,1007,1,25,8,Low Stock
13832,6,1026,17,25,8,Low Stock
13833,4,1010,135,30,6,Healthy
13834,3,1098,139,30,3,Healthy
13835,6,1129,5,25,7,Low Stock
13836,1,1034,79,30,12,Healthy
13837,6,1046,123,30,4,Healthy
13838,3,1065,53,30,4,Healthy
13839,1,1119,134,30,6,Healthy
13840,6,1036,96,30,3,Healthy
13841,3,1119,9,25,13,Low Stock
13842,3,1094,72,30,7,Healthy
13843,6,1022,58,30,15,Healthy
13844,3,1041,115,30,11,Healthy
13845,1,1109,59,30,8,Healthy
13846,4,1021,0,25,6,Low Stock
13847,3,1050,10,25,8,Low Stock
13848,3,1150,92,30,14,Healthy
13849,1,1085,487,50,8,Overstock
13850,1,1014,57,30,10,Healthy
13851,3,1093,19,25,11,Low Stock
13852,3,1053,84,30,8,Healthy
13853,6,1058,125,30,13,Healthy
13854,2,1057,11,25,12,Low Stock
13855,3,1148,270,50,3,Overstock
13856,4,1123,481,50,6,Overstock
13857,4,1025,83,30,14,Healthy
13858,6,1059,121,30,8,Healthy
13859,6,1113,10,25,9,Low Stock
13860,4,1136,120,30,13,Healthy
13861,5,1042,105,30,13,Healthy
13862,3,1059,61,30,13,Healthy
13863,5,1125,217,50,10,Overstock
13864,2,1091,480,50,9,Overstock
13865,6,1023,225,50,14,Overstock
13866,5,1097,126,30,6,Healthy
13867,1,1062,51,30,3,Healthy
13868,6,1142,96,30,14,Healthy
13869,1,1140,81,30,14,Healthy
13870,3,1007,111,30,13,Healthy
13871,1,1022,124,30,11,Healthy
13872,1,1013,15,25,5,Low Stock
13873,5,1055,20,25,15,Low Stock
13874,6,1122,139,30,12,Healthy
13875,6,1042,79,30,12,Healthy
13876,4,1008,16,25,4,Low Stock
13877,6,1143,89,30,8,Healthy
13878,2,1068,128,30,15,Healthy
13879,4,1066,126,30,14,Healthy
13880,3,1120,93,30,13,Healthy
13881,6,1066,2,25,9,Low Stock
13882,3,1075,81,30,7,Healthy
13883,1,1002,145,30,6,Healthy
13884,3,1142,83,30,13,Healthy
13885,4,1059,482,50,4,Overstock
13886,3,1048,94,30,15,Healthy
13887,2,1128,96,30,14,Healthy
13888,4,1025,96,30,6,Healthy
13889,3,1048,110,30,10,Healthy
13890,6,1010,133,30,6,Healthy
13891,3,1136,118,30,12,Healthy
13892,6,1004,90,30,11,Healthy
13893,6,1128,19,25,6,Low Stock
13894,5,1042,440,50,10,Overstock
13895,3,1040,273,50,3,Overstock
13896,6,1093,209,50,6,Overstock
13897,1,1017,321,50,4,Overstock
13898,1,1007,109,30,11,Healthy
13899,2,1058,104,30,12,Healthy
13900,1,1082,16,25,13,Low Stock
13901,6,1057,11,25,8,Low Stock
13902,5,1094,2,25,14,Low Stock
13903,4,1101,16,25,12,Low Stock
13904,6,1065,384,50,8,Overstock
13905,4,1125,77,30,13,Healthy
13906,3,1038,12,25,12,Low Stock
13907,2,1108,127,30,10,Healthy
13908,5,1010,118,30,9,Healthy
13909,6,1101,20,25,4,Low Stock
13910,4,1003,20,25,4,Low Stock
13911,3,1112,80,30,15,Healthy
13912,6,1121,138,30,13,Healthy
13913,3,1072,476,50,8,Overstock
13914,5,1051,2,25,11,Low Stock
13915,1,1111,74,30,14,Healthy
13916,1,1106,140,30,13,Healthy
13917,6,1046,132,30,14,Healthy
13918,3,1145,108,30,4,Healthy
13919,2,1121,74,30,6,Healthy
13920,3,1070,140,30,9,Healthy
13921,3,1103,77,30,7,Healthy
13922,5,1040,14,25,11,Low Stock
13923,1,1038,11,25,12,Low Stock
13924,3,1143,62,30,12,Healthy
13925,1,1008,431,50,11,Overstock
13926,1,1138,136,30,11,Healthy
13927,3,1055,109,30,6,Healthy
13928,3,1088,55,30,15,Healthy
13929,6,1144,352,50,5,Overstock
13930,3,1003,66,30,7,Healthy
13931,4,1143,69,30,15,Healthy
13932,3,1123,145,30,13,Healthy
13933,5,1047,66,30,14,Healthy
13934,2,1062,113,30,7,Healthy
13935,3,1115,97,30,14,Healthy
13936,1,1016,12,25,8,Low Stock
13937,6,1150,52,30,4,Healthy
13938,6,1007,82,30,8,Healthy
13939,4,1125,63,30,12,Healthy
13940,3,1089,125,30,15,Healthy
13941,6,1068,54,30,8,Healthy
13942,4,1113,146,30,11,Healthy
13943,4,1022,91,30,15,Healthy
13944,2,1055,106,30,8,Healthy
13945,1,1065,138,30,12,Healthy
13946,4,1028,68,30,5,Healthy
13947,1,1017,117,30,7,Healthy
13948,3,1120,104,30,6,Healthy
13949,6,1004,87,30,4,Healthy
13950,2,1111,100,30,9,Healthy
13951,1,1103,76,30,6,Healthy
13952,5,1073,19,25,14,Low Stock
13953,5,1086,58,30,10,Healthy
13954,6,1098,144,30,10,Healthy
13955,4,1014,471,50,9,Overstock
